"","country","long","lat","program","year","investment","invLog"
"147154","Caribbean_not_specified",76.64,20.38,"DDS","2006",16316000,7.21261369664506
"147155","Caribbean_not_specified",76.64,20.38,"DA","2006",5294157,6.7237968163047
"147156","Caribbean_not_specified",76.64,20.38,"ESFSS","2006",990000,5.99563519459755
"147157","Caribbean_not_specified",76.64,20.38,"GHIV","2006",1595499,6.20289653632983
"147159","Caribbean_not_specified",76.64,20.38,"MRA","2006",504971,5.70326643771942
"147162","Caribbean_not_specified",76.64,20.38,"OAGP","2006",1166291,6.06680692428791
"147163","Caribbean_not_specified",76.64,20.38,"OUSAID","2006",689848,5.83875340952959
"147165","Caribbean_not_specified",76.64,20.38,"PC","2006",2750713,6.4394452799504
"147167","Caribbean_not_specified",76.64,20.38,"T2","2006",250000,5.39794000867204
"147168","Caribbean_not_specified",76.64,20.38,"VCMO","2006",4e+05,5.60205999132796
"147169","Central_African_Republic",-20.49,6.57,"DA","2006",11042,4.04304774280412
"147171","Central_African_Republic",-20.49,6.57,"MRA","2006",350000,5.54406804435028
"147172","Central_African_Republic",-20.49,6.57,"OAGP","2006",40846,4.61114953301079
"147174","Central_African_Republic",-20.49,6.57,"OUSAID","2006",50000,4.69897000433602
"147176","Central_African_Republic",-20.49,6.57,"S416","2006",3033307,6.48191636733627
"147178","Central_African_Republic",-20.49,6.57,"T2","2006",578000,5.76192783842053
"147180","Central_America_not_specified",-92.26,14.89,"CSH","2006",12045458,7.08082331766696
"147182","Central_America_not_specified",-92.26,14.89,"DA","2006",12478930,7.09617734856615
"147183","Central_America_not_specified",-92.26,14.89,"ESFSS","2006",8452118,6.92696555160687
"147184","Central_America_not_specified",-92.26,14.89,"GHIV","2006",1514640,6.18030942188638
"147187","Central_America_not_specified",-92.26,14.89,"MRA","2006",1111438,6.04588524120605
"147190","Central_America_not_specified",-92.26,14.89,"OAGP","2006",1220646,6.08658973230068
"147197","Chad",-18.94,15.94,"FE","2006",2710524,6.43305325704049
"147198","Chad",-18.94,15.94,"MRA","2006",43998866,7.64344148338871
"147200","Chad",-18.94,15.94,"NPAT","2006",2454089,6.38989030880174
"147201","Chad",-18.94,15.94,"OAGP","2006",606283,5.782675390914
"147202","Chad",-18.94,15.94,"OSA","2006",127207,5.10451101050836
"147203","Chad",-18.94,15.94,"OUSAID","2006",3893032,6.59028797355281
"147204","Chad",-18.94,15.94,"PC","2006",936161,5.97135054467693
"147206","Chad",-18.94,15.94,"T2","2006",27142300,7.4336466463814
"147208","Chile",72.44,-39.12,"DDS","2006",165000,5.21748394421391
"147212","Chile",72.44,-39.12,"NC","2006",63000,4.79934054945358
"147213","Chile",72.44,-39.12,"NPAT","2006",112500,5.05115252244738
"147214","Chile",72.44,-39.12,"OAGP","2006",808334,5.90759084639949
"147223","China_Hong_Kong",-114.19,22.34,"OAGP","2006",29586,4.47108625291478
"147224","China_Hong_Kong",-114.19,22.34,"OSA","2006",125000,5.09691001300806
"147228","China_PRC",-104.06,36.55,"DDS","2006",71000,4.85125834871908
"147229","China_PRC",-104.06,36.55,"DA","2006",4937400,6.69349831270784
"147230","China_PRC",-104.06,36.55,"ESFSS","2006",14282532,7.15480520577007
"147231","China_PRC",-104.06,36.55,"GHIV","2006",1393996,6.14426152757805
"147233","China_PRC",-104.06,36.55,"MRA","2006",1189996,6.07554550157669
"147235","China_PRC",-104.06,36.55,"NPAT","2006",1140000,6.05690485133647
"147236","China_PRC",-104.06,36.55,"OAGP","2006",12920231,7.11127027845229
"147237","China_PRC",-104.06,36.55,"OSA","2006",7080917,6.85008950377051
"147238","China_PRC",-104.06,36.55,"OUSAID","2006",250000,5.39794000867204
"147239","China_PRC",-104.06,36.55,"OUSDA","2006",440000,5.64345267648619
"147240","China_PRC",-104.06,36.55,"PC","2006",1255352,6.09876551882348
"147243","China_Taiwan",-120.9,23.69,"DA","2006",1200000,6.07918124604763
"147247","China_Taiwan",-120.9,23.69,"NPAT","2006",437000,5.64048143697042
"147253","Colombia",73.28,4,"CSH","2006",50000,4.69897000433602
"147254","Colombia",73.28,4,"DDS","2006",140522000,8.14774432232396
"147255","Colombia",73.28,4,"DA","2006",584859,5.76705117735945
"147256","Colombia",73.28,4,"ESFSS","2006",1935767,6.28685308194759
"147260","Colombia",73.28,4,"MRA","2006",6347211,6.80258293578245
"147262","Colombia",73.28,4,"NC","2006",1095410890,9.03957705414197
"147263","Colombia",73.28,4,"NPAT","2006",5210049,6.71684180781575
"147264","Colombia",73.28,4,"OAGP","2006",3298774,6.51835256291879
"147265","Colombia",73.28,4,"OSA","2006",560166,5.74831674522211
"147266","Colombia",73.28,4,"OUSAID","2006",727194,5.86165028691132
"147271","Colombia",73.28,4,"T2","2006",3051200,6.48447067570193
"147273","Comoros",-43.82,-11.83,"DA","2006",40000,4.60205999132796
"147275","Comoros",-43.82,-11.83,"NPAT","2006",40319,4.60550975211139
"147281","Congo_Brazzaville",-15.29,-4.27,"DA","2006",55000,4.74036268949424
"147283","Congo_Brazzaville",-15.29,-4.27,"FE","2006",5697918,6.75571619492035
"147285","Congo_Brazzaville",-15.29,-4.27,"MRA","2006",1e+06,6
"147287","Congo_Brazzaville",-15.29,-4.27,"OAGP","2006",1104428,6.04313740855338
"147288","Congo_Brazzaville",-15.29,-4.27,"OSA","2006",118630,5.07419453040182
"147291","Congo_Brazzaville",-15.29,-4.27,"S416","2006",4837686,6.68463767616045
"147293","Congo_Brazzaville",-15.29,-4.27,"T2","2006",783800,5.89420525914208
"147294","Congo_Kinshasa",-15.32,-4.31,"CSH","2006",33083930,7.5196170932607
"147295","Congo_Kinshasa",-15.32,-4.31,"DDS","2006",7218,3.85841687772349
"147296","Congo_Kinshasa",-15.32,-4.31,"DA","2006",23179097,7.36509651292369
"147297","Congo_Kinshasa",-15.32,-4.31,"ESFSS","2006",7934157,6.89950078998223
"147299","Congo_Kinshasa",-15.32,-4.31,"GHIV","2006",2250076,6.35219718736612
"147301","Congo_Kinshasa",-15.32,-4.31,"MRA","2006",20249914,7.30642318313564
"147303","Congo_Kinshasa",-15.32,-4.31,"NPAT","2006",1365300,6.13522809022606
"147304","Congo_Kinshasa",-15.32,-4.31,"OAGP","2006",6250268,6.7958986394922
"147305","Congo_Kinshasa",-15.32,-4.31,"OSA","2006",844353,5.92652405077401
"147306","Congo_Kinshasa",-15.32,-4.31,"OUSAID","2006",28660021,7.45727650428117
"147308","Congo_Kinshasa",-15.32,-4.31,"S416","2006",5864032,6.76819633158285
"147310","Congo_Kinshasa",-15.32,-4.31,"T2","2006",40769800,7.6103385809859
"147312","Costa_Rica",83.88,10,"DDS","2006",623000,5.79448804665917
"147313","Costa_Rica",83.88,10,"DA","2006",6e+05,5.77815125038364
"147316","Costa_Rica",83.88,10,"MRA","2006",141400,5.15044940946088
"147317","Costa_Rica",83.88,10,"NC","2006",162525,5.21092017471152
"147318","Costa_Rica",83.88,10,"OAGP","2006",1254563,6.09849247502916
"147319","Costa_Rica",83.88,10,"OSA","2006",18618,4.26993302596781
"147320","Costa_Rica",83.88,10,"OUSAID","2006",1228172,6.08925919206577
"147321","Costa_Rica",83.88,10,"PC","2006",1340165,6.12715827163202
"147328","Cote_d_Ivoire",5.55,7.6,"ESFSS","2006",670000,5.82607480270083
"147329","Cote_d_Ivoire",5.55,7.6,"FE","2006",3147870,6.49801678866529
"147330","Cote_d_Ivoire",5.55,7.6,"GHIV","2006",19851320,7.29778939017501
"147332","Cote_d_Ivoire",5.55,7.6,"MRA","2006",1912170,6.28152650027268
"147335","Cote_d_Ivoire",5.55,7.6,"OAGP","2006",5075431,6.70547292795941
"147336","Cote_d_Ivoire",5.55,7.6,"OSA","2006",525225,5.72034538973969
"147337","Cote_d_Ivoire",5.55,7.6,"OUSAID","2006",829838,5.91899331819174
"147341","Cote_d_Ivoire",5.55,7.6,"T2","2006",3438700,6.53639428863745
"147343","Croatia",-17.1,45.74,"DDS","2006",1591000,6.20167017964658
"147344","Croatia",-17.1,45.74,"DA","2006",109347,5.03880687240961
"147348","Croatia",-17.1,45.74,"NPAT","2006",3284000,6.5164031484474
"147349","Croatia",-17.1,45.74,"OAGP","2006",127734,5.10630651235359
"147350","Croatia",-17.1,45.74,"OSA","2006",310000,5.49136169383427
"147351","Croatia",-17.1,45.74,"OUSAID","2006",11224907,7.05018275149682
"147354","Cuba",79.01,22.1,"DA","2006",3484206,6.5421038242973
"147355","Cuba",79.01,22.1,"ESFSS","2006",9785134,6.99056677736879
"147357","Cuba",79.01,22.1,"OSA","2006",3529434,6.54770506505199
"147358","Cuba",79.01,22.1,"OUSAID","2006",1e+05,5
"147362","Cyprus",-33.29,35.05,"ESFSS","2006",24335340,7.3862374183458
"147364","Cyprus",-33.29,35.05,"NPAT","2006",250000,5.39794000867204
"147366","Cyprus",-33.29,35.05,"OUSAID","2006",217254,5.3369677812631
"147372","Czech_Republic",-15.33,49.74,"OAGP","2006",8e+06,6.90308998699194
"147380","Djibouti",-42.63,11.74,"CSH","2006",50000,4.69897000433602
"147382","Djibouti",-42.63,11.74,"DA","2006",784727,5.89471859558015
"147383","Djibouti",-42.63,11.74,"ESFSS","2006",4574225,6.66031752315991
"147384","Djibouti",-42.63,11.74,"GHIV","2006",78208,4.89325117989042
"147388","Djibouti",-42.63,11.74,"NPAT","2006",152510,5.18329832107581
"147389","Djibouti",-42.63,11.74,"OAGP","2006",1000,3
"147390","Djibouti",-42.63,11.74,"OSA","2006",30000,4.47712125471966
"147391","Djibouti",-42.63,11.74,"OUSAID","2006",707088,5.84947346688901
"147393","Djibouti",-42.63,11.74,"T2","2006",2139700,6.33035288667733
"147396","Dominica",61.34,15.4,"OSA","2006",29445,4.46901155865569
"147398","Dominican_Republic",70.34,19.05,"CSH","2006",13170725,7.11960968193469
"147399","Dominican_Republic",70.34,19.05,"DDS","2006",663000,5.82151352840477
"147400","Dominican_Republic",70.34,19.05,"DA","2006",8015351,6.90392254528348
"147401","Dominican_Republic",70.34,19.05,"ESFSS","2006",1913837,6.28190494649462
"147403","Dominican_Republic",70.34,19.05,"GHIV","2006",284843,5.45460555116245
"147406","Dominican_Republic",70.34,19.05,"MRA","2006",85000,4.92941892571429
"147407","Dominican_Republic",70.34,19.05,"MC","2006",30467,4.48382969256894
"147408","Dominican_Republic",70.34,19.05,"NC","2006",2153094,6.33306299071069
"147409","Dominican_Republic",70.34,19.05,"NPAT","2006",141825,5.15175279223674
"147410","Dominican_Republic",70.34,19.05,"OAGP","2006",3669976,6.5646632241699
"147411","Dominican_Republic",70.34,19.05,"OSA","2006",39800,4.59988307207369
"147412","Dominican_Republic",70.34,19.05,"OUSAID","2006",2941176,6.46852101347062
"147413","Dominican_Republic",70.34,19.05,"PC","2006",2718514,6.43433157390462
"147415","Dominican_Republic",70.34,19.05,"T1","2006",7720737,6.88765875885335
"147418","East_Africa_not_specified",-37.47,12.6,"DA","2006",41464,4.61767119583148
"147426","East_Africa_not_specified",-37.47,12.6,"T2","2006",705179,5.84829937067221
"147428","Eastern_Europe_not_specified",-22.78,49.58,"DA","2006",2e+05,5.30102999566398
"147432","Eastern_Europe_not_specified",-22.78,49.58,"MRA","2006",16406408,7.21501350752858
"147435","Eastern_Europe_not_specified",-22.78,49.58,"OAGP","2006",3500000,6.54406804435028
"147437","Eastern_Europe_not_specified",-22.78,49.58,"OUSAID","2006",4398768,6.64333105700373
"147441","Eastern_Europe_not_specified",-22.78,49.58,"VCMO","2006",1005520,6.00239071322541
"147443","Ecuador",78.87,-1.42,"DDS","2006",23764000,7.37591954370465
"147444","Ecuador",78.87,-1.42,"DA","2006",6111045,6.78611548175284
"147445","Ecuador",78.87,-1.42,"ESFSS","2006",4221579,6.62547492080172
"147448","Ecuador",78.87,-1.42,"MRA","2006",1e+06,6
"147449","Ecuador",78.87,-1.42,"NC","2006",26700177,7.42651414038587
"147451","Ecuador",78.87,-1.42,"OAGP","2006",1526306,6.18364161146224
"147452","Ecuador",78.87,-1.42,"OSA","2006",1092957,6.03860307592036
"147453","Ecuador",78.87,-1.42,"OUSAID","2006",1661248,6.22043447109782
"147455","Ecuador",78.87,-1.42,"PC","2006",2723128,6.43506805573114
"147457","Ecuador",78.87,-1.42,"T1","2006",7392144,6.86877041841176
"147458","Ecuador",78.87,-1.42,"T2","2006",102000,5.00860017176192
"147460","Egypt",-29.87,26.75,"DDS","2006",50000,4.69897000433602
"147461","Egypt",-29.87,26.75,"DA","2006",1127195,6.05199905366657
"147462","Egypt",-29.87,26.75,"ESFSS","2006",482010301,8.68305631960743
"147465","Egypt",-29.87,26.75,"MRA","2006",2003131,6.30170935204783
"147467","Egypt",-29.87,26.75,"NPAT","2006",381608,5.58161747064274
"147468","Egypt",-29.87,26.75,"OAGP","2006",8708525,6.93994460292879
"147469","Egypt",-29.87,26.75,"OSA","2006",580041,5.76345869260507
"147470","Egypt",-29.87,26.75,"OUSAID","2006",3440162,6.5365788943301
"147474","El_Salvador",88.87,13.67,"CSH","2006",8144000,6.91083776499268
"147475","El_Salvador",88.87,13.67,"DDS","2006",6083000,6.78411781646292
"147476","El_Salvador",88.87,13.67,"DA","2006",24562649,7.39027520221035
"147477","El_Salvador",88.87,13.67,"ESFSS","2006",165000,5.21748394421391
"147481","El_Salvador",88.87,13.67,"MRA","2006",10000,4
"147482","El_Salvador",88.87,13.67,"MC","2006",2180189,6.33849414410881
"147483","El_Salvador",88.87,13.67,"NC","2006",702188,5.84645340334307
"147484","El_Salvador",88.87,13.67,"NPAT","2006",539066,5.7316419408473
"147485","El_Salvador",88.87,13.67,"OAGP","2006",5746676,6.75941671211913
"147486","El_Salvador",88.87,13.67,"OSA","2006",13925,4.14379520384577
"147487","El_Salvador",88.87,13.67,"OUSAID","2006",5468304,6.73785265034578
"147488","El_Salvador",88.87,13.67,"PC","2006",2536010,6.40415096172399
"147491","El_Salvador",88.87,13.67,"T2","2006",867900,5.93846968836765
"147494","Equatorial_Guinea",-10.37,1.53,"OAGP","2006",62500,4.79588001734407
"147501","Eritrea",-38.85,15.64,"DDS","2006",83000,4.91907809237607
"147502","Eritrea",-38.85,15.64,"DA","2006",50000,4.69897000433602
"147505","Eritrea",-38.85,15.64,"GHIV","2006",75000,4.8750612633917
"147507","Eritrea",-38.85,15.64,"MRA","2006",6404109,6.80645871514228
"147509","Eritrea",-38.85,15.64,"OAGP","2006",52376,4.71913232791394
"147511","Eritrea",-38.85,15.64,"OUSAID","2006",2185401,6.33953113746601
"147515","Eritrea",-38.85,15.64,"T2","2006",2431500,6.3858742739042
"147517","Estonia",-25.25,58.69,"DDS","2006",1219000,6.08600370561838
"147520","Estonia",-25.25,58.69,"NPAT","2006",116012,5.06450291391864
"147521","Estonia",-25.25,58.69,"OAGP","2006",200130,5.30131219537225
"147526","Ethiopia",-39.63,8.62,"CSH","2006",25629149,7.40873418594468
"147528","Ethiopia",-39.63,8.62,"DA","2006",31389301,7.49678164461935
"147529","Ethiopia",-39.63,8.62,"ESFSS","2006",4717992,6.67375720014457
"147531","Ethiopia",-39.63,8.62,"GHIV","2006",75705277,7.87912615284361
"147536","Ethiopia",-39.63,8.62,"NPAT","2006",913527,5.96072138778897
"147537","Ethiopia",-39.63,8.62,"OAGP","2006",9420579,6.97407759586904
"147538","Ethiopia",-39.63,8.62,"OSA","2006",365237,5.56257476689589
"147539","Ethiopia",-39.63,8.62,"OUSAID","2006",19390694,7.28759335291454
"147543","Ethiopia",-39.63,8.62,"T2","2006",146588381,8.16609954828899
"147545","EurAsia_not_specified",-31.01,52.42,"CSH","2006",2438000,6.38703370128236
"147546","EurAsia_not_specified",-31.01,52.42,"DDS","2006",98191594,7.99207431023426
"147547","EurAsia_not_specified",-31.01,52.42,"DA","2006",153650,5.1865325645924
"147548","EurAsia_not_specified",-31.01,52.42,"ESFSS","2006",7844185,6.89454782766934
"147552","EurAsia_not_specified",-31.01,52.42,"MRA","2006",4727268,6.67461022418188
"147554","EurAsia_not_specified",-31.01,52.42,"NPAT","2006",20948617,7.32115535670115
"147555","EurAsia_not_specified",-31.01,52.42,"OAGP","2006",6000,3.77815125038364
"147556","EurAsia_not_specified",-31.01,52.42,"OSA","2006",702310,5.84652885226066
"147557","EurAsia_not_specified",-31.01,52.42,"OUSAID","2006",19583304,7.29188596570593
"147562","EurAsia_not_specified",-31.01,52.42,"T2","2006",2976955,6.47377226985015
"147565","Fiji",-179.45,-16.51,"OAGP","2006",366424,5.56398391130098
"147568","Fiji",-179.45,-16.51,"PC","2006",1377426,6.13906827637687
"147573","France",-2.34,46.64,"DDS","2006",5000,3.69897000433602
"147585","Gabon",-11.74,-0.63,"MC","2006",500,2.69897000433602
"147587","Gabon",-11.74,-0.63,"OAGP","2006",995664,5.99811280472393
"147588","Gabon",-11.74,-0.63,"OSA","2006",20000,4.30102999566398
"147590","Gabon",-11.74,-0.63,"PC","2006",4500,3.65321251377534
"147592","Gambia_The",15.49,13.44,"DDS","2006",50875,4.70650442223328
"147598","Gambia_The",15.49,13.44,"MC","2006",5000,3.69897000433602
"147600","Gambia_The",15.49,13.44,"OSA","2006",124974,5.09681967035986
"147602","Gambia_The",15.49,13.44,"PC","2006",1539970,6.18751226047194
"147605","Gambia_The",15.49,13.44,"T2","2006",3033800,6.48198694699806
"147606","Georgia",-43.46,42.19,"CSH","2006",3125000,6.49485002168009
"147607","Georgia",-43.46,42.19,"DDS","2006",603480,5.78066288166855
"147608","Georgia",-43.46,42.19,"DA","2006",77100,4.88705437805096
"147609","Georgia",-43.46,42.19,"ESFSS","2006",266449,5.42561409464525
"147613","Georgia",-43.46,42.19,"MRA","2006",1190885,6.07586982506229
"147614","Georgia",-43.46,42.19,"MC","2006",142468298,8.15371823602609
"147616","Georgia",-43.46,42.19,"NPAT","2006",7199871,6.85732471525209
"147617","Georgia",-43.46,42.19,"OAGP","2006",18562653,7.2686400462859
"147618","Georgia",-43.46,42.19,"OSA","2006",832308,5.92028406901617
"147619","Georgia",-43.46,42.19,"OUSAID","2006",52049936,7.71642019984341
"147621","Georgia",-43.46,42.19,"PC","2006",1306420,6.11608282039912
"147622","Georgia",-43.46,42.19,"S416","2006",7441072,6.87163550680222
"147624","Georgia",-43.46,42.19,"T2","2006",1464200,6.16560040251741
"147625","Germany",-10.38,51.2,"DDS","2006",20000,4.30102999566398
"147632","Ghana",1.2,7.92,"CSH","2006",16707000,7.22289847260942
"147634","Ghana",1.2,7.92,"DA","2006",29106694,7.46399288015219
"147635","Ghana",1.2,7.92,"ESFSS","2006",390000,5.5910646070265
"147637","Ghana",1.2,7.92,"GHIV","2006",500650,5.69953422050139
"147639","Ghana",1.2,7.92,"MRA","2006",6262003,6.79671327134272
"147640","Ghana",1.2,7.92,"MC","2006",8210149,6.91435103888444
"147642","Ghana",1.2,7.92,"OAGP","2006",3811517,6.58109786113602
"147643","Ghana",1.2,7.92,"OSA","2006",241171,5.38232508415978
"147644","Ghana",1.2,7.92,"OUSAID","2006",3001111,6.4772820586691
"147646","Ghana",1.2,7.92,"PC","2006",2114916,6.32529312279336
"147649","Ghana",1.2,7.92,"T2","2006",22654200,7.35514873031039
"147663","Grenada",61.64,12.2,"OAGP","2006",10635,4.02673749423875
"147666","Guatemala",90.16,15.48,"CSH","2006",12649928,7.10208805363107
"147667","Guatemala",90.16,15.48,"DDS","2006",5528000,6.74256803436614
"147668","Guatemala",90.16,15.48,"DA","2006",17414773,7.24091781784163
"147669","Guatemala",90.16,15.48,"ESFSS","2006",3278931,6.51573227771403
"147670","Guatemala",90.16,15.48,"FE","2006",6409596,6.80683065658589
"147674","Guatemala",90.16,15.48,"NC","2006",7241269,6.85981468103197
"147675","Guatemala",90.16,15.48,"OAGP","2006",4096048,6.61236503732641
"147676","Guatemala",90.16,15.48,"OSA","2006",389363,5.59035467944057
"147677","Guatemala",90.16,15.48,"OUSAID","2006",8600260,6.93451158087827
"147678","Guatemala",90.16,15.48,"PC","2006",3402683,6.53182149133401
"147679","Guatemala",90.16,15.48,"S416","2006",5840295,6.76643478437891
"147680","Guatemala",90.16,15.48,"T1","2006",10427042,7.01816112287739
"147681","Guatemala",90.16,15.48,"T2","2006",19859246,7.29796275552615
"147682","Guinea",-146.86,-6.12,"CSH","2006",6501000,6.81298016603948
"147684","Guinea",-146.86,-6.12,"DA","2006",10065889,7.00285213697377
"147685","Guinea",-146.86,-6.12,"ESFSS","2006",605945,5.78243320621164
"147689","Guinea",-146.86,-6.12,"MRA","2006",4297018,6.63316717292624
"147691","Guinea",-146.86,-6.12,"OAGP","2006",1820516,6.26019450017805
"147692","Guinea",-146.86,-6.12,"OSA","2006",79663,4.90125665731952
"147693","Guinea",-146.86,-6.12,"OUSAID","2006",2245801,6.35137127087877
"147694","Guinea",-146.86,-6.12,"PC","2006",1751535,6.24341882001797
"147697","Guinea",-146.86,-6.12,"T2","2006",8695400,6.93928956492379
"147702","Guinea_Bissau",15.16,11.9,"FE","2006",4548653,6.65788280736562
"147704","Guinea_Bissau",15.16,11.9,"NPAT","2006",304120,5.48304498181472
